Ngày giao,Mã giao dịch,Mã thuê bao,Dịch vụ,Người thực hiện,MW001114157,Ngày hoàn công,Nội dung vướng mắc,,,,,
09/07/2026 11:00,VNP-LD/00075322,hni0171000189891,MyTV,Đăng Văn Minh,Đã hoàn công,09/07/2026 14:32,Đã chuyển yêu cầu đến VTT,,,,,
09/07/2026 11:00,VNP-LD/00075322,hni0171000189889,MyTV,Đăng Văn Minh,Đã hoàn công,09/07/2026 14:32,Đã chuyển yêu cầu đến VTT,,,,,
09/07/2026 11:00,VNP-LD/00075322,hni0171000189887,MyTV,Đăng Văn Minh,Đã hoàn công,09/07/2026 14:32,Đã chuyển yêu cầu đến VTT,,,,,
09/07/2026 11:02,VNP-LD/00075326,qtk0007pg,Kênh Thuê Riêng,Đào Anh Vũ,Đang xử lý,,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 16/07/2026 11:14,,,,
09/07/2026 11:05,VNP-TD/00096527,MW001189019,Megawan NT,Đoàn Hải Hà,Đã hoàn công,20/07/2026 09:20,"Lỗi phiếu về CBG  sai kiểu lắp đặt, không tác động được, đang nhờ IT hỗ trợ",Đã mail cảnh báo lần 3 - 16/07/2026 11:14,,,,
09/07/2026 13:35,VNP-TD/00096538,MW000020410,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 09:04,đã báo các đơn vị,,,,,
09/07/2026 13:35,VNP-TD/00096538,MW000020412,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 09:03,đã báo các đơn vị,,,,,
09/07/2026 13:35,VNP-TD/00096538,MW000381911,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 09:03,đã báo các đơn vị,,,,,
09/07/2026 13:35,VNP-TD/00096538,MW000020316,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 09:03,đã báo các đơn vị,,,,,
09/07/2026 13:38,VNP-LD/00075338,vcm2cmm,Fiber,Đăng Văn Minh,Đã hoàn công,15/07/2026 13:50,Khách hàng_Khách hàng chưa xong hạ tầng_KTV báo đã liên hệ khách hàng Huân - 0967559456 khách báo điểm này chưa có tủ mạng nên chưa triển khai,Đã mail cảnh báo lần 2 - 14/07/2026 14:14,,,,
09/07/2026 13:38,VNP-LD/00075338,vcm2clo,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 14:00,Khách hàng_Khách hàng chưa xong hạ tầng_Thoái trả do: Khách hàng chưa xong hạ tầng kh hen  8/8 tnhận bàn giao - KTV  Nhận 0911423868,,,,,
09/07/2026 13:38,VNP-LD/00075334,vcm2cku,Fiber,Đăng Văn Minh,Đã hoàn công,10/07/2026 09:12,"Sai thông tin thuê bao_Sai địa chỉ lắp đặt_Sai địa chỉ, sai nhân viên quản lý địa bàn-địa chỉ đúng là Thôn 4 Thọ Sơn xã Thọ Bình, mã nhân viên quản lý là: CTV038430, đã báo Trường AS",,,,,
09/07/2026 13:38,VNP-LD/00075334,vcm2cmb,Fiber,Đăng Văn Minh,Đã hoàn công,14/07/2026 16:58,"Khách hàng_Khách hàng chưa xong hạ tầng_Cửa hàng đang sửa chữa, chưa có điện, tủ mạng khách báo khi nào triển khai sẽ báo lại sau",Đã mail cảnh báo lần 2 - 14/07/2026 14:14,,,,
09/07/2026 13:38,VNP-LD/00075334,vcm2cjb,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 13:52,Đã chuyển yêu cầu đến VTT,,,,,
09/07/2026 13:41,VNP-LD/00075329,mwk000sb0,Megawan NT,Đoàn Hải Hà,Đang xử lý,,Khách hàng chưa thống nhất phương án để nhận kênh,Đã mail cảnh báo lần 3 - 16/07/2026 14:14,,,,
09/07/2026 13:47,VNP-TD/00096541,MW000020408,Megawan NT,Vũ Thế Ninh,Đã hoàn công,13/07/2026 08:25,VNPT HDG thoái trả vì Mã kênh không có trong danh bạ,,,,,
09/07/2026 13:47,VNP-TD/00096545,MW000020037,Megawan NT,Vũ Thế Ninh,Đang xử lý,,lõi phiếu đang chờ IT xử lý,Đã mail cảnh báo lần 3 - 16/07/2026 14:14,,,,
09/07/2026 13:47,VNP-TD/00096545,MW000020123,Megawan NT,Vũ Thế Ninh,Đang xử lý,,lõi phiếu đang chờ IT xử lý,Đã mail cảnh báo lần 3 - 16/07/2026 14:14,,,,
09/07/2026 13:47,VNP-TD/00096549,MW000020373,Megawan NT,Vũ Thế Ninh,Đã hoàn công,13/07/2026 08:27,VNPT HDG thoái trả vì Mã kênh không có trong danh bạ,,,,,
09/07/2026 13:49,BGG-LD/00369848,mnk0013do,Metronet LT,Đào Anh Vũ,Đã hoàn công,15/07/2026 10:25,Chuyển SOC/ VTT thực hiện,Đã mail cảnh báo lần 2 - 14/07/2026 14:14,,,,
09/07/2026 13:51,VNP-DC/00015874,cmcghndt302vpc,Fiber,Đăng Văn Minh,Đã hoàn công,10/07/2026 08:59,Đã chuyển yêu cầu đến VTT,,,,,
09/07/2026 13:59,VNP-LD/00075341,vcm2ckd,Fiber,Lê Đức Vinh,Đã hoàn công,10/07/2026 15:35,Đã báo VTT,,,,,
09/07/2026 13:59,VNP-LD/00075341,vcm2cju,Fiber,Lê Đức Vinh,Đã hoàn công,09/07/2026 16:26,Khách hàng: Đang sửa nhà chưa thi công được ,,,,,
09/07/2026 14:17,VNP-LD/00075344,vcm2clu,Fiber,Lê Đức Vinh,Đã hoàn công,14/07/2026 07:59,VTT thoái trả nhà khách hàng chưa sửa xong,,,,,
09/07/2026 14:18,VNP-TD/00096620,MN001105419,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 16:07,Chuyển VTT thực hiện,,,,,
09/07/2026 14:18,VNP-TD/00096619,MN001105404,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 16:08,Chuyển VTT thực hiện,,,,,
09/07/2026 14:18,VNP-TD/00096618,005583880MEN,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 16:08,Chuyển VTT thực hiện,,,,,
09/07/2026 14:18,VNP-TD/00096617,MN001105386,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 16:08,Chuyển VTT thực hiện,,,,,
09/07/2026 14:18,VNP-TD/00096616,MN001105374,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 16:09,Chuyển VTT thực hiện,,,,,
09/07/2026 14:20,VNP-TD/00096622,MN001105452,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 16:09,Chuyển VTT thực hiện,,,,,
09/07/2026 14:20,VNP-TD/00096621,MN001105447,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 16:11,Chuyển VTT thực hiện,,,,,
09/07/2026 14:31,51549,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,13/07/2026 08:47,Đã chuyển VTT,,,,,
09/07/2026 14:31,51548,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,10/07/2026 16:55,Đã chuyển VTT,,,,,
09/07/2026 14:32,51550,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,10/07/2026 08:19,Đã chuyển VTT,,,,,
09/07/2026 14:46,51554,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 07:09,đã báo các đơn vị,,,,,
09/07/2026 14:46,51552,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 07:09,đã báo các đơn vị,,,,,
09/07/2026 14:46,51551,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,10/07/2026 08:17,đã báo các đơn vị,,,,,
09/07/2026 14:56,51558,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 07:09,đã báo các đơn vị,,,,,
09/07/2026 14:56,51557,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 07:09,đã báo các đơn vị,,,,,
09/07/2026 15:02,VNP-LD/00075355,cmcghnpckienhyn,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 08:24,Đã chuyển yêu cầu đến VTT,,,,,
09/07/2026 15:03,51559,,Internet trực tiếp,Đoàn Hải Hà,Đã hoàn công,10/07/2026 08:21,AN VNPT Sapa báo triển khai được,,,,,
09/07/2026 15:31,VNP-TD/00096623,LL000025275,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 10:31,Chuyển VTT thực hiện,Đã mail cảnh báo lần 3 - 16/07/2026 16:14,,,,
09/07/2026 15:31,VNP-TD/00096624,LL001041177,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 10:31,Chuyển VTT thực hiện,Đã mail cảnh báo lần 3 - 16/07/2026 16:14,,,,
09/07/2026 15:31,VNP-TD/00096625,LL001041171,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 10:31,Chuyển VTT thực hiện,Đã mail cảnh báo lần 3 - 16/07/2026 16:14,,,,
09/07/2026 15:54,51561,,Megawan NT,Lê Đức Vinh,Đã hoàn công,10/07/2026 09:58,Đã chuyển VTT,,,,,
09/07/2026 15:56,VNP-TL/00067001,MW000021654,Megawan NT,Lê Đức Vinh,Đã hoàn công,14/07/2026 07:58,Đã chuyển VTT,,,,,
09/07/2026 16:02,VNP-TD/00096626,CQ000023696,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 10:31,Chuyển VTT thực hiện,Đã mail cảnh báo lần 3 - 16/07/2026 16:14,,,,
09/07/2026 16:04,VNP-TL/00067002,MW000022004,Megawan NT,Lê Đức Vinh,Đã hoàn công,10/07/2026 11:14,Đã chuyển VTT,,,,,
09/07/2026 16:04,VNP-TL/00067003,MW000021496,Megawan NT,Đoàn Hải Hà,Đã hoàn công,14/07/2026 09:48,"Lỗi phiếu, về CBG kênh trắng",Đã mail cảnh báo lần 1 - 13/07/2026 16:14,,,,
09/07/2026 16:11,VNP-LD/00073956,vcm2cff,Fiber,Tạ Lê Hoa,Đã hoàn công,10/07/2026 13:46,Chuyển VTT thực hiện,,,,,
09/07/2026 16:25,51562,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,13/07/2026 08:54,Đã chuyển VTT,,,,,
09/07/2026 16:26,51564,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,13/07/2026 08:52,Đã chuyển VTT,,,,,
09/07/2026 16:29,51565,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,14/07/2026 07:54,Đã chuyển VTT,,,,,
09/07/2026 16:37,VNP-TD/00096627,mnk000mhq,Metronet NT,Đào Anh Vũ,Đã hoàn công,10/07/2026 08:41,Chuyển VTT thực hiện,,,,,
10/07/2026 08:17,VNP-DC/00015879,MW000021811,Megawan NT,Vũ Thế Ninh,Đã hoàn công,17/07/2026 15:19,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 17/07/2026 09:14,,,,
10/07/2026 08:18,VNP-TL/00067005,MW000020034,Megawan NT,Đoàn Hải Hà,Đã hoàn công,14/07/2026 10:42,Báo VTT CBG thực hiện,Đã mail cảnh báo lần 1 - 14/07/2026 09:14,,,,
10/07/2026 08:21,VNP-DC/00015877,htctha01,Fiber,Đăng Văn Minh,Đã hoàn công,10/07/2026 11:16,Đã chuyển yêu cầu đến VTT,,,,,
10/07/2026 08:22,51574,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 15:10,Lh các đơn vị để thực hiện ,,,,,
10/07/2026 08:22,51572,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 16:42,Lh các đơn vị để thực hiện kt 0913941282+         0912395656,,,,,
10/07/2026 08:22,51570,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 16:28,Lh các đơn vị để thực hiện kt 949031666 + 0913510809 báo không có hạ tầng không đáp ứng,,,,,
10/07/2026 08:22,51569,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 16:42,Lh các đơn vị để thực hiện kt 949031666 + 0913510809,,,,,
10/07/2026 08:22,51568,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 16:42,Lh các đơn vị để thực hiện kt 0912660766,,,,,
10/07/2026 08:22,51567,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 16:42,kt 	0913538060 báo có đáp ứng không ps,0913538060 báo có đáp ứng không ps,,,,
10/07/2026 08:22,51566,,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 16:42,kt 0918961763 báo có đáp ứng không ps,,,,,
10/07/2026 09:22,371ml1906,,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 14:05,Khách hàng_Khách hàng chưa xong hạ tầng_Thoái trả phiếu do KH hẹn hết tháng mới chuyển,,,,,
10/07/2026 09:24,VNP-LD/00075376,fbr00hw63,Fiber,Lý Bích Hằng,Đã hoàn công,14/07/2026 14:27,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 14/07/2026 10:14,,,,
10/07/2026 09:25,VNP-LD/00075378,fbr00hw6k,Fiber,Ngô Thị Minh Phương,Đã hoàn công,13/07/2026 09:00,Lh các đơn vị để thực hiện kt 0916888537 +	0911130668	,,,,,
10/07/2026 09:25,VNP-LD/00075380,fbr00hw7j,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 16:43,Lh các đơn vị để thực hiện LH 0912455288	,,,,,
10/07/2026 09:41,VNP-LD/00075363,mnk0013nd,Metronet NT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 10:52,đã báo các đơn vị,,,,,
10/07/2026 09:42,VNP-DC/00015885,MW000009734,Megawan LT,Đoàn Hải Hà,Đã hoàn công,10/07/2026 10:26,Báo SOC/VTT dịch chuyển,,,,,
10/07/2026 09:43,VNP-DC/00015880,MW000011431,Megawan LT,Đoàn Hải Hà,Đã hoàn công,13/07/2026 09:12,"Đã dịch chuyển xong cho khách hàng, phiếu lỗi chưa hoàn công được",,,,,
10/07/2026 09:44,VNP-LD/00075366,mwk000sca,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,10/07/2026 10:00,"Lỗi phiếu_Không có kênh kết nối tới, ko có ip. NET trả phiếu thi công",,,,,
10/07/2026 09:58,51575,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 09:39,đã báo các đơn vị,,,,,
10/07/2026 10:07,VNP-DC/00015876,MN001212843,Metronet NT,Đào Anh Vũ,Đã hoàn công,20/07/2026 10:32,"Sai số liên hệ, nhập lại phiếu",Đã mail cảnh báo lần 3 - 17/07/2026 10:14,,,,
10/07/2026 10:39,VNP-TD/00096631,MW000009734,Megawan LT,Đoàn Hải Hà,Đã hoàn công,13/07/2026 08:14,Báo SOC/VTT thực hiện,,,,,
10/07/2026 10:44,VNP-LD/00075397,qtk0007rf,Kênh Thuê Riêng,Đào Anh Vũ,Đã hoàn công,20/07/2026 10:32,"Kênh Cục BĐTƯ, VTT chờ BAN KHDN gửi công văn để cấp vật tư dây nhảy , sfp cấp cho khách hàng",Đã mail cảnh báo lần 3 - 17/07/2026 11:14,,,,
10/07/2026 10:45,VNP-LD/00075396,qtk0007qy,Kênh Thuê Riêng,Lê Đức Vinh,Đã hoàn công,17/07/2026 11:55,TT hạ tầng đang kéo cáp thi công ,Đã mail cảnh báo lần 3 - 17/07/2026 11:14,,,,
10/07/2026 10:49,VNP-LD/00075402,fbr00hxqx,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 15:08,Lh các đơn vị để thực hiện ,,,,,
10/07/2026 10:50,51577,,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 11:33,Đã chuyển yêu cầu đến VTT,,,,,
10/07/2026 10:51,VNP-DC/00015890,TNN1443,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 17/07/2026 11:14,,,,
10/07/2026 10:52,HDG-DV/00111454,002531797MEN,Megawan LT,Vũ Thế Ninh,Đã hoàn công,14/07/2026 08:46,Đã báo đơn vị thi công,,,,,
10/07/2026 10:52,VNP-DC/00015889,MW000018377,Megawan NT,Vũ Thế Ninh,Đã hoàn công,15/07/2026 10:25,lõi phiếu đang chờ IT xử lý,Đã mail cảnh báo lần 1 - 14/07/2026 11:14,,,,
10/07/2026 10:54,VNP-LD/00075403,qtk0007rx,Kênh Thuê Riêng,Nguyễn Duy Thành,Đã hoàn công,14/07/2026 09:12,đã báo các đơn vị,,,,,
10/07/2026 10:55,VNP-LD/00075405,fbr00hxt9,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 15:09,Lh các đơn vị để thực hiện ,,,,,
10/07/2026 13:41,VNP-DC/00015894,MW000009734,Megawan LT,Đoàn Hải Hà,Đã hoàn công,13/07/2026 08:13,Báo SOC/VTT dịch chuyển,,,,,
10/07/2026 13:45,VNP-LD/00075420,cmcghn19txahni,Fiber,Ngô Thị Minh Phương,Đã hoàn công,13/07/2026 09:00,Lh các đơn vị để thực hiện kt 0912660766  +  0913288198,,,,,
10/07/2026 13:45,VNP-LD/00075419,cmcghnuynohni,Fiber,Ngô Thị Minh Phương,Đã hoàn công,13/07/2026 11:31, sai địa bàn tổ trả phiếu  kt 0949908889 +         0913538060,,,,,
10/07/2026 13:45,VNP-LD/00075416,cmcghntvbqnh,Fiber,Ngô Thị Minh Phương,Đã hoàn công,13/07/2026 09:00,Lh các đơn vị để thực hiện kt 0918961763 + 0914664288,,,,,
10/07/2026 14:22,VNP-TL/00067010,gprongviet2019hh,Fiber,Ngô Thị Minh Phương,Đã hoàn công,13/07/2026 09:01,Lh các đơn vị để thực hiện kt 0915595593 + 	0919232698,,,,,
10/07/2026 14:24,VNP-LD/00075401,mnk0013oe,Metronet NT,Đào Anh Vũ,Đã hoàn công,13/07/2026 11:03,,,,,,
10/07/2026 14:24,VNP-LD/00075404,mnk0013oo,Metronet NT,Đào Anh Vũ,Đã hoàn công,13/07/2026 11:03,,,,,,
10/07/2026 14:24,VNP-LD/00075422,mnk0013pv,Metronet NT,Đào Anh Vũ,Đã hoàn công,14/07/2026 16:23,Chuyển SOC/ VTT thực hiện,Đã mail cảnh báo lần 1 - 14/07/2026 15:14,,,,
10/07/2026 14:26,51580,,Kênh Thuê Riêng,Vũ Thế Ninh,Đã hoàn công,10/07/2026 15:00,Đã báo đơn vị thi công,,,,,
10/07/2026 14:26,51579,,Kênh Thuê Riêng,Vũ Thế Ninh,Đã hoàn công,10/07/2026 15:00,Đã báo đơn vị thi công,,,,,
10/07/2026 14:27,VNP-LD/00075418,qtk0007v9,Kênh Thuê Riêng,Nguyễn Duy Thành,Đã hoàn công,14/07/2026 07:26,đã báo các đơn vị,,,,,
10/07/2026 14:27,VNP-LD/00075410,qtk0007sa,Kênh Thuê Riêng,Nguyễn Duy Thành,Đã hoàn công,15/07/2026 07:04,đã báo các đơn vị,Đã mail cảnh báo lần 1 - 14/07/2026 15:14,,,,
10/07/2026 14:29,VNP-TD/00096632,dia000rd4,Internet trực tiếp,Đào Anh Vũ,Đã hoàn công,13/07/2026 11:04,,,,,,
10/07/2026 14:30,V06/TD/260710/00101,DI001027700,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,13/07/2026 08:29,SOC trả phiếu,,,,,
10/07/2026 14:30,VNP-TD/00096633,DI001013269,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,14/07/2026 08:46,Đã báo đơn vị thi công,,,,,
10/07/2026 14:32,VNP-DC/00015891,MW000021820,Megawan NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:09,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 17/07/2026 15:14,,,,
10/07/2026 14:32,VNP-DC/00015893,MW000021348,Megawan NT,Vũ Thế Ninh,Đã hoàn công,16/07/2026 07:54,KH chưa xong hạ tầng,Đã mail cảnh báo lần 2 - 15/07/2026 15:14,,,,
10/07/2026 14:37,VNP-LD/00075366,mwk000sca,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 10:52,đã báo các đơn vị,,,,,
10/07/2026 14:37,VNP-LD/00075428,mwk000sgx,Megawan LT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 07:18,Trả phiếu do nhập sai thông tin,,,,,
10/07/2026 15:49,HPG-DC/00580311,TSL002531,Metronet LT,Vũ Thế Ninh,Đã hoàn công,13/07/2026 08:30,,,,,,
10/07/2026 15:50,VNP-LD/00075431,mnk0013rk,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 17/07/2026 16:14,,,,
10/07/2026 15:52,VNP-LD/00075435,mnk0013s5,Metronet NT,Vũ Thế Ninh,Đang xử lý,,KH chưa xong hạ tầng,Đã mail cảnh báo lần 3 - 17/07/2026 16:14,,,,
10/07/2026 15:53,VNP-DC/00015898,MN001383327,Metronet NT,Đoàn Hải Hà,Đã hoàn công,13/07/2026 08:12,,,,,,
10/07/2026 15:54,HNM-TD/00186597,DI001012542,Internet trực tiếp,Đoàn Hải Hà,Đã hoàn công,10/07/2026 17:09,,,,,,
13/07/2026 08:18,V06/TD/260710/00175,DI001027700,Internet trực tiếp,Vũ Thế Ninh,Đã hoàn công,14/07/2026 09:06,Đã báo đơn vị thi công,,,,,
13/07/2026 08:20,HCM-TD/00933579,DI001067718,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 14:09,đã báo các đơn vị,,,,,
13/07/2026 08:22,VNP-LD/00075444,mnk0013tm,Metronet NT,Vũ Thế Ninh,Đã hoàn công,13/07/2026 08:42,,,,,,
13/07/2026 08:22,VNP-LD/00075444,mnk0013tq,Metronet NT,Vũ Thế Ninh,Đã hoàn công,13/07/2026 08:42,,,,,,
13/07/2026 08:22,VNP-LD/00075444,mnk0013tp,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:09,lỗi phiếu đang chờ IT hỗ trợ hoàn ôcng,Đã mail cảnh báo lần 2 - 16/07/2026 09:14,,,,
13/07/2026 08:22,VNP-LD/00075444,mnk0013to,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 08:09,lỗi phiếu đang chờ IT hỗ trợ hoàn ôcng,Đã mail cảnh báo lần 2 - 16/07/2026 09:14,,,,
13/07/2026 08:27,51604,,Metronet NT,Lê Đức Vinh,Đã hoàn công,17/07/2026 10:05,Đã chuyển VTT,Đã mail cảnh báo lần 2 - 16/07/2026 09:14,,,,
13/07/2026 08:27,51600,,Metronet NT,Lê Đức Vinh,Đã hoàn công,13/07/2026 15:57,Đã chuyển VTT,,,,,
13/07/2026 08:27,51599,,Metronet NT,Lê Đức Vinh,Đã hoàn công,17/07/2026 10:05,Đã chuyển VTT,Đã mail cảnh báo lần 2 - 16/07/2026 09:14,,,,
13/07/2026 08:28,BGG-LD/00371120,mnk0013up,Metronet LT,Đào Anh Vũ,Đã hoàn công,15/07/2026 10:25,Chuyển SOC/ VTT thực hiện,Đã mail cảnh báo lần 1 - 15/07/2026 09:14,,,,
13/07/2026 08:28,VNP-LD/00075040,mnk0012r6,Metronet LT,Đào Anh Vũ,Đang xử lý,,"Chuyển SOC/VTT thực hiện , Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 20/07/2026 09:14,,,,
13/07/2026 08:29,VNP-LD/00075027,mnk0012ot,Metronet LT,Đào Anh Vũ,Đang xử lý,,"Chuyển SOC/VTT thực hiện , Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 20/07/2026 09:14,,,,
13/07/2026 08:31,HPG-LD/01417174,mwk000sid,Megawan LT,Vũ Thế Ninh,Đã hoàn công,15/07/2026 10:27,KH chưa xong hạ tầng,Đã mail cảnh báo lần 1 - 15/07/2026 09:14,,,,
13/07/2026 08:32,VNP-DC/00015899,MW000021498,Megawan NT,Đoàn Hải Hà,Đang xử lý,,"Lỗi phiếu về CBG kênh trắng, đã nhờ IT giao nhưng chưa được",Đã mail cảnh báo lần 3 - 20/07/2026 09:14,,,,
13/07/2026 08:34,VNP-LD/00075455,mwk000sio,Megawan NT,Đoàn Hải Hà,Đã hoàn công,14/07/2026 09:51,"Sai địa chỉ, dịa chỉ đúng Số 32 Ngõ Thống Nhất, Thôn Đông, Xã Phú Minh cũ (xã Nội Bài mới)",,,,,
13/07/2026 08:34,VNP-LD/00075449,mwk000sic,Megawan NT,Đoàn Hải Hà,Đã hoàn công,20/07/2026 08:06,"Thông tin sai khách hàng, đã báo lại AS check lại",Đã mail cảnh báo lần 2 - 16/07/2026 09:14,,,,
13/07/2026 08:34,VNP-LD/00075446,mwk000si2,Megawan NT,Đoàn Hải Hà,Đang xử lý,,Báo HNI triển khai cho khách hàng,Đã mail cảnh báo lần 3 - 20/07/2026 09:14,,,,
13/07/2026 08:34,VNP-LD/00075443,mwk000shs,Megawan NT,Đoàn Hải Hà,Đang xử lý,,Báo HNI triển khai cho khách hàng,Đã mail cảnh báo lần 3 - 20/07/2026 09:14,,,,
13/07/2026 08:34,VNP-LD/00075442,mwk000shi,Megawan NT,Đoàn Hải Hà,Đang xử lý,,Báo HNI triển khai cho khách hàng,Đã mail cảnh báo lần 3 - 20/07/2026 09:14,,,,
13/07/2026 08:35,51593,,Megawan NT,Lê Đức Vinh,Đã hoàn công,13/07/2026 11:00,Đã chuyển VTT,,,,,
13/07/2026 08:35,51592,,Megawan NT,Lê Đức Vinh,Đã hoàn công,14/07/2026 15:06,Đã chuyển VTT,,,,,
13/07/2026 08:35,51591,,Megawan NT,Lê Đức Vinh,Đã hoàn công,16/07/2026 07:55,Đã chuyển VTT,Đã mail cảnh báo lần 1 - 15/07/2026 09:14,,,,
13/07/2026 08:35,51589,,Megawan NT,Lê Đức Vinh,Đã hoàn công,16/07/2026 07:55,Đã chuyển VTT,Đã mail cảnh báo lần 1 - 15/07/2026 09:14,,,,
13/07/2026 08:35,51588,,Megawan NT,Lê Đức Vinh,Đã hoàn công,16/07/2026 07:56,Đã chuyển VTT,Đã mail cảnh báo lần 1 - 15/07/2026 09:14,,,,
13/07/2026 08:35,51587,,Megawan NT,Lê Đức Vinh,Đã hoàn công,14/07/2026 08:33,Đã chuyển VTT,,,,,
13/07/2026 08:35,51585,,Megawan NT,Lê Đức Vinh,Đã hoàn công,13/07/2026 11:20,Đã chuyển VTT,,,,,
13/07/2026 08:35,51584,,Megawan NT,Lê Đức Vinh,Đã hoàn công,13/07/2026 11:20,Đã chuyển VTT,,,,,
13/07/2026 08:35,51583,,Megawan NT,Lê Đức Vinh,Đã hoàn công,14/07/2026 13:43,Đã chuyển VTT,,,,,
13/07/2026 08:35,51582,,Megawan NT,Lê Đức Vinh,Đã hoàn công,14/07/2026 08:30,Đã chuyển VTT,,,,,
13/07/2026 08:36,51598,,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,17/07/2026 09:10,"Khảo sát các kênh truyền cho dự án mới của VMS, yêu cầu phương án triển khai phức tạp",Đã mail cảnh báo lần 2 - 16/07/2026 09:14,,,,
13/07/2026 08:43,VNP-TL/00067066,sdw64,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 10:09,Đã chuyển yêu cầu đến VTT,,,,,
13/07/2026 08:43,VNP-TL/00067065,sd269ct,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 10:09,Đã chuyển yêu cầu đến VTT,,,,,
13/07/2026 08:43,VNP-TL/00067064,techhni09,Fiber,Đăng Văn Minh,Đã hoàn công,14/07/2026 08:22,Đã chuyển yêu cầu đến VTT,,,,,
13/07/2026 08:43,VNP-TL/00067063,tcbsd135ts,Fiber,Đăng Văn Minh,Đã hoàn công,13/07/2026 10:10,Đã chuyển yêu cầu đến VTT,,,,,
